,0,1,2
0,-8.0,8.0,27.0
1,-6.398398398398399,7.83983983983984,25.63863863863864
2,-4.973149325501678,7.61012241649235,24.452130913800794
3,-3.713562564541315,7.357327569950887,23.420579786680012
4,-2.605365353881435,7.113450782749288,22.521913363557047
5,-1.6325108857502317,6.899378030888441,21.735210922595407
6,-0.778467951151766,6.727939448339085,21.04227926893589
7,-0.02707581907059975,6.606374863248627,20.428162852970082
8,0.6369332582386322,6.538192795622264,19.881076026626104
9,1.227649928647404,6.524509311179125,19.392068916542406
10,1.7578660830549837,6.564979948508748,18.954607751506188
11,2.2390586621794846,6.658429480971681,18.564164657579624
12,2.681438123520045,6.803263909173623,18.21786010421628
13,3.094033297259142,6.9977277623967185,17.91417212556279
14,3.48479350397962,7.240051681431117,17.652711435210865
15,3.8606952234442344,7.5285212739531255,17.434054657506817
16,4.227844978249929,7.861487975064068,17.259625365233852
17,4.591573005959052,8.237335332311865,17.131612200232084
18,4.956514179768143,8.654409013066592,17.052913775329753
19,5.326673822740961,9.110915310230316,17.027100604724797
20,5.705476774441597,9.604790592093702,17.058384613449665
21,6.095798477910276,10.133542762972,17.151586655598813
22,6.499977085023562,10.69406527337811,17.312091862159708
23,6.919805732506499,11.282424559758697,17.545781561094756
24,7.3565043138130255,11.893623119545012,17.858929061751457
25,7.810670360432844,12.521342929198308,18.258044967201528
26,8.282209156105063,13.157677829079692,18.749656200208207
27,8.770244058304726,13.792869063180548,19.340002112005298
28,9.273009324058062,14.415065519225958,20.034631631354515
29,9.787729663914709,15.010139289323865,20.837888414301577
30,10.310493390181891,15.561597474852231,21.752277634956926
31,10.836129434693436,16.050641545659197,22.777719819260398
32,11.358102618974293,16.456433962446678,23.910715245826328
33,11.868446096799357,16.756634982603483,25.143467581818715
34,12.357754293576546,16.92826627435865,26.463046882818936
35,12.815263000361542,16.948937172341747,27.850706844920158
36,13.22904419875796,16.79842960351452,29.28150299961195
37,13.586340035069927,16.46057685650529,30.7243774710399
38,13.874051428607,15.92529261664606,32.14286917364027
